ResponseId,Country,Industry,EdLevel,Employment,ICorPM,Pay_USD,LogPay,AISelect,LearnCodeAI,AIAgents,AI_IntensityScore,HighAI,DevType,DevType_bucket,OrgSize_clean,RemoteWork_clean,ExpBand,WorkExp_num,YearsCode_num,NumLangs,NumDBs,NumClouds,NumWeb,SQL_any,BI_any,ToolCountWork,ToolCountPersonal,JobSat,SOVisitFreq,SOPartFreq,AISent,AIAcc,AIComplex,AIThreat,SOFriction,NewRole,MainBranch_clean,MainBranch_sort,SOAccount_clean,HasSOAccount,SODuration_clean,SODuration_sort,SODuration_years,SOComm_clean,SOComm_likert,SOComm_sort,EmpAddl_none_of_the_above,EmpAddl_caring_for_dependents_children_elder,EmpAddl_engaged_in_paid_work_20_29_hours_per,EmpAddl_volunteering_regularly,EmpAddl_attending_school_full_time,EmpAddl_engaged_in_paid_work_less_than_10_ho,EmpAddl_attending_school_part_time,EmpAddl_engaged_in_paid_work_10_19_hours_per,EmpAddl_transitioning_to_retirement_graduall,EmpAddl_count,EmpAddl_Other
5658,United States of America,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,"No, and I don't plan to",,"No, and I don't plan to",-0.6000000000000001,0,"Developer, full-stack",Other/Unknown,10–49,Remote,16+,22.0,26.0,10,2,10,5,1,0,,,,A few times per month or weekly,"Infrequently, less than once per year",Indifferent,Highly distrust,Bad at handling complex tasks,I'm not sure,,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,"More than 15 years, or since Stack Overflow started in 2008",6.0,17.0,,,,0,1,0,0,0,0,0,0,0,1,0
21408,Suriname,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,12873.0,9.462887373659632,"Yes, I use AI tools monthly or infrequently","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",,1.0,0,"Developer, full-stack",Other/Unknown,10–49,Onsite,11–15,11.0,13.0,8,8,8,5,1,0,,,,Daily or almost daily,Less than once per month or monthly,Indifferent,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,More than half the time,I have strongly considered changing my career and/or the industry I work in,Occasional coder,3.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not at all",1.0,1.0,1,0,0,0,0,0,0,0,0,1,0
29724,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Not employed,,,,,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",,0.0,0,"Developer, mobile",Mobile,,,3–5,3.0,1.0,0,0,0,0,0,0,,,,,,,,,No,,,Learning to code,5.0,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0
7642,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,,,,,,,0.0,0,,,,,3–5,5.0,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
14080,Argentina,Retail and Consumer Services,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,13000.0,9.472704636443671,"Yes, I use AI tools weekly","No, I didn't spend time learning in the past year","No, and I don't plan to",1.0,0,"Developer, back-end",Web/Fullstack,50–249,Remote,3–5,4.0,13.0,2,1,0,1,1,0,4.0,4.0,5.0,A few times per month or weekly,Less than once per month or monthly,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,About half of the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,"Yes, somewhat",4.0,4.0,1,0,0,0,0,0,0,0,0,1,0
37713,United States of America,Software Development,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Independent contractor, freelancer, or self-employed",,125000.0,11.736069016284436,"No, and I don't plan to","No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","No, and I don't plan to",-0.1,0,"Developer, full-stack",Other/Unknown,,,16+,27.0,30.0,12,8,16,7,1,0,12.0,5.0,7.0,A few times per week,Less than once every 2 - 3 months,Very unfavorable,Highly distrust,I don't use AI tools for complex tasks / I don't know,No,I don't use AI or AI-enabled tools,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,"More than 15 years, or since Stack Overflow started in 2008",6.0,17.0,"No, not really",2.0,2.0,0,0,0,1,0,0,0,0,0,1,0
7540,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,,,,,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",,0.0,0,,,,,0–2,1.0,,0,0,0,0,0,0,,,,,,,,,,,,Occasional coder,3.0,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0
21636,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,"Developer, full-stack",Other/Unknown,10k+,Remote,0–2,2.0,5.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
9527,,,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,Individual contributor,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,Data engineer,Data/ML,50–249,Hybrid,16+,33.0,34.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
8405,United Kingdom of Great Britain and Northern Ireland,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,80323.0,11.293811284825647,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, and I don't plan to",3.6,0,"Developer, full-stack",Other/Unknown,50–249,Remote,3–5,3.0,7.0,8,1,4,2,1,0,20.0,15.0,9.0,Less than once per month or monthly,I have never participated in Q&A on Stack Overflow,Indifferent,Somewhat distrust,Bad at handling complex tasks,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,No,0.0,Between 5 and 10 years,4.0,7.5,"No, not at all",1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
44021,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,,,,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,,,,,6–10,7.0,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0
31236,Hungary,Software Development,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",,57833.0,10.96531482599557,"No, and I don't plan to","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, and I don't plan to",-0.9,0,"Developer, back-end",Web/Fullstack,,,11–15,11.0,25.0,6,3,5,0,1,0,10.0,4.0,9.0,A few times per week,I have never participated in Q&A on Stack Overflow,Unfavorable,Highly distrust,I don't use AI tools for complex tasks / I don't know,No,I don't use AI or AI-enabled tools,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
31870,Canada,,Some college/university study without earning a degree,Employed,Individual contributor,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, but I plan to",4.4,1,"Developer, AI apps or physical AI",Data/ML,250–999,Onsite,3–5,4.0,5.0,6,2,6,6,1,0,,,,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Very favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,,,Pro developer,1.0,No,0.0,Between 3 and 5 years,3.0,4.0,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
15765,United Kingdom of Great Britain and Northern Ireland,Banking/Financial Services,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",Individual contributor,,,"No, and I don't plan to","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, I use AI exclusively in copilot/autocomplete mode",-0.2,0,"Developer, full-stack",Other/Unknown,1,Remote,16+,35.0,30.0,5,1,7,2,1,0,4.0,5.0,8.0,A few times per month or weekly,"Infrequently, less than once per year",Favorable,Somewhat trust,I don't use AI tools for complex tasks / I don't know,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,No,0.0,Between 1 and 3 years,2.0,2.0,"No, not really",2.0,2.0,0,0,0,0,0,0,0,1,1,2,0
45067,,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,"Developer, mobile",Mobile,10–49,Onsite,0–2,1.0,3.0,0,0,0,0,0,0,,,6.0,,,,,,No,,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0
39856,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,,,,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,"Developer, mobile",Mobile,,,,,,0,0,0,0,0,0,,,,,,,,,Yes,,I have strongly considered changing my career and/or the industry I work in,Learning to code,5.0,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0
21197,,,,,,,,,,,0.0,0,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
8234,,,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,,,,,,,0.0,0,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,Occasional coder,3.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
33691,United States of America,Retail and Consumer Services,Some college/university study without earning a degree,Employed,Individual contributor,85000.0,11.350406535472452,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",1.6,0,System administrator,Other/Unknown,50–249,Onsite,11–15,15.0,2.0,3,0,0,0,0,0,5.0,10.0,,A few times per week,"Infrequently, less than once per year",Unfavorable,Neither trust nor distrust,Bad at handling complex tasks,I'm not sure,Less than half of the time,I have transitioned into a new career and/or industry involuntarily,Dev-adjacent,2.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
28281,Germany,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,77730.0,11.260996562224266,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work weekly",4.8,1,"Developer, front-end",Web/Fullstack,10–49,Hybrid,6–10,8.0,13.0,4,1,7,5,1,0,5.0,4.0,4.0,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Favorable,Somewhat trust,Very well at handling complex tasks,No,"Rarely, almost never",I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not at all",1.0,1.0,0,0,0,0,0,1,0,0,0,1,0
31821,,,"Associate degree (A.A., A.S., etc.)",Employed,People manager,,,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,"UX, Research Ops or UI design professional",Other/Unknown,10k+,Remote,16+,29.0,29.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0
36954,Germany,Software Development,Some college/university study without earning a degree,Employed,Individual contributor,71929.0,11.183434800359644,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work daily",5.5,1,"Developer, back-end",Web/Fullstack,10–49,Remote,16+,25.0,37.0,4,5,3,2,1,0,12.0,6.0,8.0,A few times per month or weekly,Less than once every 2 - 3 months,Favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,Less than half of the time,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"Yes, somewhat",4.0,4.0,0,1,0,1,0,0,0,0,0,2,0
13294,United States of America,Banking/Financial Services,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,Individual contributor,440000.0,12.994530005894443,"No, and I don't plan to","No, I didn't spend time learning in the past year","No, and I don't plan to",-1.1,0,"Developer, back-end",Web/Fullstack,250–999,Hybrid,16+,27.0,33.0,1,2,4,0,1,0,,,10.0,A few times per month or weekly,Less than once per month or monthly,Very unfavorable,Highly distrust,I don't use AI tools for complex tasks / I don't know,No,I don't use AI or AI-enabled tools,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, somewhat",4.0,4.0,0,1,0,0,0,0,0,0,0,1,0
10596,United States of America,Fintech,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,200000.0,12.206072645530174,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, but I plan to",4.0,0,"Developer, full-stack",Other/Unknown,10–49,Hybrid,16+,16.0,22.0,8,4,9,2,1,0,6.0,5.0,8.0,A few times per week,A few times per month or weekly,Favorable,Somewhat distrust,Very poor at handling complex tasks,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,0,1,0,1,0,0,0,0,0,2,0
4963,Nepal,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,People manager,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work monthly or infrequently",4.1,1,"Developer, full-stack",Other/Unknown,10–49,Onsite,3–5,5.0,5.0,5,3,15,6,0,0,7.0,5.0,5.0,A few times per month or weekly,"Infrequently, less than once per year",Favorable,Neither trust nor distrust,"Good, but not great at handling complex tasks",Yes,Less than half of the time,I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,,,,"Yes, definitely",5.0,5.0,1,0,0,0,0,0,0,0,0,1,0
40793,Malaysia,Software Development,Some college/university study without earning a degree,Employed,Individual contributor,39585.0,10.586205537605531,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work daily",5.5,1,"Developer, full-stack",Other/Unknown,10–49,Onsite,16+,25.0,32.0,8,2,8,5,1,0,2.0,1.0,9.0,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Very unfavorable,Somewhat distrust,Very poor at handling complex tasks,I'm not sure,"Rarely, almost never",I have transitioned into a new career and/or industry involuntarily,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
200,Spain,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,34804.0,10.457487601685914,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",2.9,0,Cloud infrastructure engineer,DevOps/Cloud,10–49,Hybrid,3–5,4.0,10.0,5,6,7,4,1,0,4.0,3.0,8.0,A few times per month or weekly,"Infrequently, less than once per year",Favorable,Somewhat distrust,Bad at handling complex tasks,No,Less than half of the time,I have transitioned into a new career and/or industry voluntarily,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"Yes, somewhat",4.0,4.0,1,0,0,0,0,0,0,0,0,1,0
29731,Ukraine,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Individual contributor,,,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, but I plan to",3.7,0,Other (please specify):,Other/Unknown,50–249,Remote,6–10,10.0,4.0,2,0,0,0,0,0,15.0,,,Less than once per month or monthly,I have never participated in Q&A on Stack Overflow,Indifferent,Somewhat trust,Very poor at handling complex tasks,No,"Rarely, almost never",I have strongly considered changing my career and/or the industry I work in,Dev-adjacent,2.0,No,0.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,0,0,1,0,0,0,0,0,0,1,0
42869,Indonesia,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Not employed,,,,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",1.9,0,Student,Other/Unknown,,,3–5,,4.0,8,1,0,5,0,0,6.0,3.0,,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Indifferent,Somewhat trust,"Good, but not great at handling complex tasks",No,I don't use AI or AI-enabled tools,I have somewhat considered changing my career and/or the industry I work in,Hobbyist,4.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
3495,India,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,2325.0,7.751475318021456,"Yes, I use AI tools daily","No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","No, but I plan to",2.9,0,"Developer, desktop or enterprise applications",Other/Unknown,10–49,Hybrid,3–5,3.0,3.0,0,0,0,0,0,0,8.0,3.0,6.0,Multiple times per day,A few times per month or weekly,Favorable,Highly distrust,"Good, but not great at handling complex tasks",No,Less than half of the time,I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 1 and 3 years,2.0,2.0,"Yes, somewhat",4.0,4.0,0,0,1,0,0,0,0,0,0,1,0
40880,United States of America,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work weekly",4.3,1,"Developer, back-end",Web/Fullstack,10k+,Onsite,16+,24.0,36.0,4,4,1,0,1,0,10.0,0.0,8.0,A few times per month or weekly,"Infrequently, less than once per year",Unsure,Somewhat distrust,Bad at handling complex tasks,I'm not sure,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,"More than 15 years, or since Stack Overflow started in 2008",6.0,17.0,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
38947,Mexico,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,26320.0,10.178084385439254,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,"Developer, embedded applications or devices",Other/Unknown,10k+,Hybrid,3–5,5.0,8.0,4,0,0,0,0,0,4.0,4.0,6.0,,,,,,No,,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
11493,United States of America,Other:,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,Individual contributor,,,"No, and I don't plan to","No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","No, and I don't plan to",-0.9,0,"Developer, full-stack",Other/Unknown,50–249,Remote,6–10,6.0,15.0,13,4,6,4,1,0,10.0,15.0,10.0,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Very unfavorable,Highly distrust,Very poor at handling complex tasks,No,I don't use AI or AI-enabled tools,I have transitioned into a new career and/or industry voluntarily,Pro developer,1.0,No,0.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
47138,Yemen,,Some college/university study without earning a degree,Student,,1200.0,7.090076835776092,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,Project manager,Other/Unknown,,,6–10,10.0,1.0,0,0,0,0,0,0,1.0,3.0,,"Infrequently, less than once per year",I have never participated in Q&A on Stack Overflow,,,,No,,I have strongly considered changing my career and/or the industry I work in,Learning to code,5.0,No,0.0,I don't use Stack Overflow,7.0,,,,,0,0,0,1,0,0,0,0,0,1,0
35512,Germany,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",,185623.0,12.131473014070282,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work weekly",5.2,1,"Developer, full-stack",Other/Unknown,,,16+,20.0,30.0,6,3,5,7,1,0,14.0,14.0,9.0,A few times per week,Less than once every 2 - 3 months,Favorable,Neither trust nor distrust,"Good, but not great at handling complex tasks",No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, definitely",5.0,5.0,0,0,0,0,0,0,0,0,0,0,0
21798,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,,,,,,,0.0,0,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
45187,Russian Federation,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,15311.0,9.636326803305094,"Yes, I use AI tools weekly","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, and I don't plan to",2.0,0,"Developer, full-stack",Other/Unknown,1,Remote,3–5,3.0,6.0,4,2,7,4,1,0,5.0,5.0,8.0,Daily or almost daily,"Infrequently, less than once per year",Indifferent,Somewhat distrust,Bad at handling complex tasks,No,About half of the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 1 and 3 years,2.0,2.0,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
20311,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",Individual contributor,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,"Developer, back-end",Web/Fullstack,50–249,Remote,16+,20.0,25.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,0,1,1,0,0,0,0,0,0,2,0
17032,Morocco,Other:,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,Individual contributor,25065.0,10.129227729697604,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work monthly or infrequently",4.4,1,"Developer, back-end",Web/Fullstack,10–49,Remote,6–10,6.0,10.0,2,5,5,1,1,0,,,4.0,Less than once per month or monthly,"Infrequently, less than once per year",Very favorable,Somewhat trust,Bad at handling complex tasks,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, somewhat",4.0,4.0,1,0,0,0,0,0,0,0,0,1,0
45205,United States of America,,Some college/university study without earning a degree,Not employed,,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work daily",5.3,1,"Developer, mobile",Mobile,,,3–5,3.0,6.0,4,0,0,0,0,0,6.0,3.0,5.0,A few times per month or weekly,"Infrequently, less than once per year",Favorable,Somewhat distrust,Bad at handling complex tasks,Yes,Less than half of the time,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
20399,Germany,Government,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,"Yes, I use AI tools monthly or infrequently","No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Yes, I use AI agents at work monthly or infrequently",2.1,0,"Developer, full-stack",Other/Unknown,50–249,Hybrid,3–5,3.0,7.0,4,2,5,2,1,0,7.0,3.0,9.0,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Indifferent,Somewhat trust,Neither good or bad at handling complex tasks,No,"Rarely, almost never",I have transitioned into a new career and/or industry voluntarily,Pro developer,1.0,No,0.0,Between 3 and 5 years,3.0,4.0,"No, not really",2.0,2.0,0,0,0,1,0,0,0,0,0,1,0
16022,Israel,Fintech,Primary/elementary school,Employed,Individual contributor,205900.0,12.23514589301588,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,"Developer, full-stack",Other/Unknown,50–249,Hybrid,16+,22.0,25.0,0,0,0,0,0,0,5.0,,9.0,Less than once every 2 - 3 months,"Infrequently, less than once per year",,,,Yes,,I have transitioned into a new career and/or industry voluntarily,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,,,,0,1,0,0,0,0,0,0,0,1,0
43471,Sweden,"Internet, Telecomm or Information Services","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,78616.0,11.272330520042262,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, but I plan to",3.9,0,"Developer, back-end",Web/Fullstack,250–999,Hybrid,16+,20.0,25.0,11,3,0,1,1,0,10.0,,,Less than once per month or monthly,"Infrequently, less than once per year",Very favorable,Highly trust,Very well at handling complex tasks,Yes,More than half the time,,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
47168,,Fintech,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",,0.0,0,"Developer, back-end",Web/Fullstack,1k–4.9k,Hybrid,6–10,7.0,19.0,0,0,0,0,0,0,6.0,2.0,7.0,,,,,,I'm not sure,,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
10473,United Kingdom of Great Britain and Northern Ireland,Other:,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,People manager,136141.0,11.82144639235472,"No, but I plan to soon","No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","No, and I don't plan to",0.4999999999999999,0,"Architect, software or solutions",Other/Unknown,10–49,Hybrid,16+,30.0,37.0,6,3,8,3,1,0,3.0,,9.0,Multiple times per day,Less than once per month or monthly,Unfavorable,Neither trust nor distrust,I don't use AI tools for complex tasks / I don't know,I'm not sure,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,"More than 15 years, or since Stack Overflow started in 2008",6.0,17.0,"Yes, somewhat",4.0,4.0,0,0,0,0,0,0,0,0,0,0,0
29475,,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,People manager,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,"Architect, software or solutions",Other/Unknown,50–249,Remote,16+,23.0,23.0,0,0,0,0,0,0,,,9.0,,,,,,No,,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,,,,,,,,,0,0,1,0,0,0,0,1,0,2,0
2211,Denmark,Software Development,Other (please specify):,Employed,Individual contributor,59927.0,11.000882433797798,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work weekly",4.1,1,"Developer, full-stack",Other/Unknown,10–49,Onsite,3–5,5.0,11.0,13,2,3,4,1,0,22.0,14.0,6.0,Less than once every 2 - 3 months,"Infrequently, less than once per year",Very unfavorable,Somewhat distrust,Very poor at handling complex tasks,No,Less than half of the time,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
